title,url,heads,bolds
Transportation in Kobe,https://www.japan-guide.com/e/e3554.html,"['How to travel between Kobe and Tokyo', 'How to travel between Kobe and Osaka', 'How to travel between Kobe and Kyoto', 'How to travel between Kobe and Kobe Airport', 'By Port Liner', 'By taxi', 'How to travel between Kobe and Kansai Airport', 'How to travel between Kobe and Tokyo', 'Orientation', 'Special Tickets', 'Links and Resources']","['By shinkansen', 'Direct, 160-195 minutes, 14,160-15,300 yen one way, multiple trains per hour', 'By local trains', '4 transfers, 10 hours, 2,370-9,290 yen one way, multiple connections per hour', 'By air', '2-3 transfers, 3 hours, 10,000-24,000 yen one way, multiple flights per day', 'By bus', 'Direct, 8-9 hours, 3,000-8,500 yen one way, multiple buses per night', 'By Japan Railways (JR)', 'Direct, 20 minutes, 410 yen one way, frequent departures', 'By Hankyu Railways', 'Direct, 25 minutes, 320 yen one way, frequent departures', 'By Hanshin Railways', 'Direct, 30 minutes, 320 yen one way, frequent departures', 'By shinkansen', 'Direct, 30 minutes, 2810 yen, frequent connections', 'By JR special rapid trains', 'Direct, 50 minutes, 1080 yen, 4 trains/hour', 'By Hankyu Railway', 'One transfer, 60 minutes, 620 yen, frequent connections', 'By bus', 'Direct, 75 minutes, 1950 yen, 3 buses per hour', 'By JR trains using the Icoca & Haruka ticket', 'One transfer, 90 minutes, 1500 yen, 2 connections per hour', 'By JR trains using the shinkansen', 'One transfer, 75 minutes, around 3500 yen, 2 connections per hour', 'By non-JR trains', 'One transfer, 110 minutes, 1130-1840 yen, 4 connections per hour', 'By ferry', '2 transfers, 70 minutes, 2180 yen, 4 connections per hour', 'By shinkansen', 'Direct, 160-195 minutes, 14,160-15,300 yen one way, multiple trains per hour', 'By local trains', '4 transfers, 10 hours, 2,370-9,290 yen one way, multiple connections per hour', 'By air', '2-3 transfers, 3 hours, 10,000-24,000 yen one way, multiple flights per day', 'By bus', 'Direct, 8-9 hours, 3,000-8,500 yen one way, multiple buses per night', 'Sannomiya Station', 'Shin-Kobe Station', 'Kobe Meguri 1 Day Coupon', 'City Loop - Day Pass', 'Subway and Bus Day Pass']"
Transportation in Hiroshima,https://www.japan-guide.com/e/e3404.html,"['How to travel between Hiroshima and Tokyo', 'How to travel between Hiroshima and Osaka', 'How to travel between Hiroshima and Kyoto', 'How to travel between Hiroshima and Fukuoka', 'How to travel between Hiroshima and Matsuyama', 'By ferry', 'By train', 'How to travel between Hiroshima and Tokyo', 'Orientation', 'Links and Resources']","['By shinkansen', '0-1 transfer, 4-5 hours, about 19,000 yen one way, multiple connections per hour', 'By highway bus', 'Direct, 12 hours, 6,000 to 11,900 yen one way, multiple overnight connections per day', 'By air', '2-3 transfers, 4 hours, 12,000 to 32,000 yen one way, multiple flights per day', 'By local trains', '6 transfers, 15 hours, 2,300 to 11,660 yen one way', 'By shinkansen', 'Direct, 80 minutes, about 10,000 yen one way, multiple connections per hour', 'By highway bus', 'Direct, 6 hours, 3500-5000 yen one way, multiple daytime and overnight connections per day', 'By local trains', '2-3 transfers, 6 hours, 2370-5620 yen one way', 'By shinkansen', '0-1 transfer, 95-120 minutes, about 11,000 yen one way, multiple connections per hour', 'By highway bus', 'Direct, 7-9 hours, 3500-5000 yen one way, multiple daytime and overnight connections per day', 'By local trains', '2-3 transfers, 6-7 hours, 2370-6480 yen one way', 'By shinkansen', 'Direct, 1 hour, about 9000 yen one way, multiple connections per hour', 'By highway bus', 'Direct, 4.5 hours, 2500 to 4150 yen one way, multiple daytime and overnight connections per day', 'By local trains', '3 transfers, 6 hours, 2370 to 5230 yen one way', 'By shinkansen', '0-1 transfer, 4-5 hours, about 19,000 yen one way, multiple connections per hour', 'By highway bus', 'Direct, 12 hours, 6,000 to 11,900 yen one way, multiple overnight connections per day', 'By air', '2-3 transfers, 4 hours, 12,000 to 32,000 yen one way, multiple flights per day', 'By local trains', '6 transfers, 15 hours, 2,300 to 11,660 yen one way', 'tram network', 'one-day pass', 'loop bus for tourists']"
Transportation in Fukuoka,https://www.japan-guide.com/e/e4802.html,"['By bus', 'By ferry', 'How to travel between Fukuoka and Kyoto', 'By shinkansen', 'By air', 'By bus', 'By ferry', 'How to travel between Fukuoka and Osaka', 'By shinkansen', 'By air', 'By bus', 'By ferry', 'How to travel between Fukuoka and Hiroshima', 'How to travel between Fukuoka and Kumamoto', 'By shinkansen', 'By local trains', 'By bus', 'How to travel between Fukuoka and Kagoshima', 'By train', 'By highway bus', 'How to travel between Fukuoka and Nagasaki', 'By JR limited express train', 'By JR local trains', 'By highway bus', 'How to travel between Fukuoka and Beppu', 'By train', 'By bus', 'How to travel between Fukuoka and Tokyo', 'By shinkansen', 'By air']","['By shinkansen', 'Direct, 1 hour, about 9000 yen one way, multiple connections per hour', 'By highway bus', 'Direct, 4.5 hours, 2500 to 4150 yen one way, multiple daytime and overnight connections per day', 'By local trains', '3 transfers, 6 hours, 2370 to 5230 yen one way', 'Airfares from Tokyo to Fukuoka over the next 30 days', 'Airline']"
Rush hours,https://www.japan-guide.com/e/e2020.html,"['Rush hours', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Budget Travel,https://www.japan-guide.com/e/e2028.html,['Budget Travel Guide'],[]
Tour Packages,https://www.japan-guide.com/e/e2275.html,['Tour Packages'],[]
When to Travel,https://www.japan-guide.com/e/e2273.html,['February'],[]
Event Calendar,https://www.japan-guide.com/event/,[],[]
Immigration & Visas,https://www.japan-guide.com/e/e2221.html,"['Entering Japan', 'Entering Japan', 'Tourists and Business Travelers (Temporary Visitors)', 'Longer Stays for the Wealthy', 'Working in Japan', 'Studying in Japan', 'Spouses and Dependents', 'Working Holidays', 'Staying in Japan', 'Residence Card', 'Extending residence permission', 'Changing status of residence', 'Re-entry permits', 'Permanent residence', 'Naturalization', 'Links and Resources']",[]
Money,https://www.japan-guide.com/e/e2196.html,"['Money', 'Payment methods in Japan', 'How to get your Yen', 'Money-related tourist attractions']","['Bills', 'Coins', 'Cash', 'Credit/Debit Cards', 'IC Cards', 'Currency Exchange', 'ATM Withdrawal', ""Traveler's Check""]"
Travel on a budget,https://www.japan-guide.com/e/e2028.html,['Budget Travel Guide'],[]
Internet,https://www.japan-guide.com/e/e2279.html,"['Hotels', 'Wireless (Wi-Fi) Hotspots', 'Wi-Fi Routers', 'Rental Smartphones', 'SIM Cards', 'International Roaming', 'Internet Cafes and Manga Kissa', 'Internet Kiosks', 'Links and Resources']","['Free Wi-Fi Hotspots', 'Japan Connected-free Wi-Fi', 'Free Wi-Fi Passport', 'Paid Wi-Fi Hotspots', 'docomo Wi-Fi for visitor', 'Wi2 300', 'SoftBank Wi-Fi Spot (EX)']"
Phones,https://www.japan-guide.com/e/e2223.html,"['Cell Phones in Japan', 'Do foreign phones work in Japan?', 'How to use a mobile phone in Japan?', 'Rental Phones', 'SIM Cards', 'Subscription Plans (for residents of Japan only)']","['For Voice -', 'For Data  -']"
Luggage,https://www.japan-guide.com/e/e2274.html,"['Luggage on transportation', 'On trains', 'On buses', 'On airplanes', 'Taxis', 'Rental Cars', 'Luggage storage', 'Luggage delivery', 'Links and Resources']","['Luggage storage counters', 'Coin lockers', 'Small', 'Medium', 'Large', 'Kyoto', 'Tokyo', 'Hakone', 'Tateyama Kurobe Alpine Route', 'Kiso Valley']"
Travel with Children,https://www.japan-guide.com/e/e2460.html,"['Traveling with Children', 'Transportation', 'Trains', 'Buses', 'Rental Cars', 'Accommodation', 'Food', 'Changing, Nursing and Public Toilets', 'Hot Springs', 'Sightseeing', 'Amusement parks and theme parks']","['Adult', 'Child', 'Young Child', 'Infant', 'Adult Meal', ""Child's Meal"", 'No Meal', 'Infants']"
Muslim Travelers,https://www.japan-guide.com/e/e2302.html,"['Basics for Muslim Travelers in Japan', 'Availability of halal food', 'Japanese Cuisine', 'Prayer rooms and Mosques', 'Tours', 'Links and Resources']",[]
Accessible Travel,https://www.japan-guide.com/e/e2301.html,"['Basic Guide to Accessible Travel', 'On the Streets', 'Trains', 'Buses', 'Taxis', 'Rental Cars', 'Toilets', 'Sightseeing & Accommodation', 'Visual impairment', 'Links and Resources']",[]
Ryokan,https://www.japan-guide.com/e/e2029.html,['Ryokan'],[]
Minshuku,https://www.japan-guide.com/e/e2026.html,"['Minshuku', 'Links and Resources']",[]
Business Hotels,https://www.japan-guide.com/e/e2025_business_hotels.html,"['Business Hotels', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Pensions,https://www.japan-guide.com/e/e2025_pension.html,['Pensions'],[]
Hostels,https://www.japan-guide.com/e/e2030.html,['Hostels'],[]
Capsule Hotels,https://www.japan-guide.com/e/e2025_capsule_hotels.html,"['Capsule Hotels', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Temple Lodgings,https://www.japan-guide.com/e/e2025_temple_lodgings.html,"['Temple Lodgings', 'Links and Resources']","['rooms', 'vegetarian meals', 'morning prayers']"
Manga Cafes,https://www.japan-guide.com/e/e2025_manga_kissa.html,['Manga Cafes'],[]
Vacation Rentals,https://www.japan-guide.com/e/e2025_vacation_rentals.html,"['Vacation Rentals', 'Links and Resources']",[]
Etiquette,https://www.japan-guide.com/e/e622.html,[],[]
History,https://www.japan-guide.com/e/e641.html,[],[]
Religion,https://www.japan-guide.com/e/e629.html,"['Religion in Japan', 'Religions and Philosophies']",[]
Traditional Arts and Crafts,https://www.japan-guide.com/e/e639.html,[],[]
Language,https://www.japan-guide.com/e/e621.html,"['Japanese Language', 'Writing', 'Grammar', 'Pronunciation', 'Levels of speech', 'Language Related Pages']",[]
Entertainment and Sports,https://www.japan-guide.com/e/e631.html,[],[]
Immigration,https://www.japan-guide.com/e/e2221.html,"['Entering Japan', 'Entering Japan', 'Tourists and Business Travelers (Temporary Visitors)', 'Longer Stays for the Wealthy', 'Working in Japan', 'Studying in Japan', 'Spouses and Dependents', 'Working Holidays', 'Staying in Japan', 'Residence Card', 'Extending residence permission', 'Changing status of residence', 'Re-entry permits', 'Permanent residence', 'Naturalization', 'Links and Resources']",[]
Working Holiday,https://www.japan-guide.com/e/e2350.html,['Working Holiday Visa'],[]
Working in Japan,https://www.japan-guide.com/e/e2231.html,"['Working in Japan', 'Links and Resources']",[]
Teaching Languages,https://www.japan-guide.com/e/e2220.html,"['Language Teaching', 'Conversation Schools', 'JET Programme', 'Languages other than English', 'Links and Resources']",[]
Studying in Japan,https://www.japan-guide.com/e/e2232.html,"['Studying in Japan', 'Visa Matters', 'Language Schools', 'Universities', 'Scholarships and Exchange Programs', 'Links and Resources']",[]
Language Schools,https://www.japan-guide.com/school/,"['Japanese Language Schools', '\n\t\t\tBook\n\t\t\tyour trip']","['variety of courses', 'Tuition fees', 'Coto Japanese Language Academy', 'Tokyo Central Japanese Language School', 'Genki Japanese and Culture School Tokyo', 'KAI Japanese Language School', 'this Japanese Language School', 'Fukuoka', 'Genki Japanese and Culture School Fukuoka']"
Guesthouses,https://www.japan-guide.com/e/e2032.html,"['Guesthouses', 'Links and Resources']",[]
Finding an apartment,https://www.japan-guide.com/e/e2200.html,"['Finding an apartment', 'Conventional real estate companies', 'Real estate companies for foreigners', 'Links and Resources']","['Reservation fee', 'Deposit', 'Key money', 'Service fee']"
Japanese Apartments,https://www.japan-guide.com/e/e2207.html,"['Apartments', 'Links and Resources']","['L', 'D', 'K', '1K', '1DK', '1LDK', 'Rent', 'Utilities', 'Maintenance fee', 'Insurance', 'Location:', 'Age of building:', 'Size:', 'Position of apartments:']"
Utilities,https://www.japan-guide.com/e/e2201.html,"['Moving in', 'Water', 'Electricity', 'Gas', 'Bill Payment', 'Moving out', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Electricity,https://www.japan-guide.com/e/e2225.html,"['Electricity', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Furniture,https://www.japan-guide.com/e/e2007.html,"['Japanese style rooms', 'Common Elements', 'Tatami', 'Sliding Doors (fusuma)', 'Translucent sliding doors (shoji)', 'Transom (ranma)', 'Alcove (tokonoma)', 'Ceiling (tenjo)', 'Built-in Shelves (chigaidana)', 'Built-in Desk (tsukeshoin)', 'Common Furniture', 'Partitions (byobu/tsuitate)', 'Low Tables', 'Cushions (zabuton)', 'Futon', 'History']","['Shoin style', 'sukiya style']"
Garbage Disposal,https://www.japan-guide.com/e/e2222.html,"['Waste disposal', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Taxes,https://www.japan-guide.com/e/e2206.html,"['Taxes', 'Types of Taxes', 'Income Tax', 'How to pay taxes?', 'When to pay taxes?', 'Tax Rates']","['Income Tax', 'Enterprise Tax', 'Property Tax', 'Consumption Tax', 'Vehicle related Taxes', 'Liquor, Tobacco and Gasoline Taxes', 'Non-Resident', 'Non-Permanent Resident', 'Permanent Resident', 'National Income Tax Rates']"
Cost of Living,https://www.japan-guide.com/e/e2202.html,"['Living Cost', 'Housing', 'Food', 'Everyday goods and services', 'Transportation', 'Electronics', 'Links and Resources']",[]
Banking,https://www.japan-guide.com/e/e2226.html,"['Banks', 'Opening an Account', 'Bank Transfers (Furikomi)', 'ATMs', 'Other Services', 'Credit Cards', 'Loans', 'Links and Resources']",[]
Postal Services,https://www.japan-guide.com/e/e2224.html,"['Postal Information', 'Japanese addresses', 'Links and Resources']",[]
Delivery Services,https://www.japan-guide.com/e/e2278.html,"['Takuhaibin Delivery Services', 'Types of Goods', 'Drop-Off and Pick-Up Locations', 'Delivery Time and Cost', 'Links and Resources']",[]
Telephones,https://www.japan-guide.com/e/e2223_top.html,"['Cell Phones in Japan', 'Do foreign phones work in Japan?', 'How to use a mobile phone in Japan?', 'Rental Phones', 'SIM Cards', 'Subscription Plans (for residents of Japan only)']","['For Voice -', 'For Data  -']"
Mobile Phones,https://www.japan-guide.com/e/e2223.html,"['Cell Phones in Japan', 'Do foreign phones work in Japan?', 'How to use a mobile phone in Japan?', 'Rental Phones', 'SIM Cards', 'Subscription Plans (for residents of Japan only)']","['For Voice -', 'For Data  -']"
Transportation,https://www.japan-guide.com/e/e627.html,[],[]
Driving in Japan,https://www.japan-guide.com/e/e2022.html,"['Driving a car', 'Roads and rules', 'International Driving Permits', ""Japanese Driver's Licenses"", 'Buying and Owning a Car', 'Gas Stations', 'Parking']","['Keijidosha cars', 'regular cars', 'Shaken', 'full service', 'Self service', 'elevator parking lots', 'low barriers underneath the cars']"
Bicycles,https://www.japan-guide.com/e/e2210.html,"['Bicycles', 'Types of Bicycles', 'Rental bicycles', 'Bicycle Rules and Parking', 'Nice Places for Cycling', 'Shimanami Kaido', 'Kibi Plain', 'Asuka', 'Biei', 'Kyoto', 'Hagi', 'Touring Bicycles', 'Bicycle Theft and Registration', '\n\t\t\tBook\n\t\t\tyour trip']",['mamachari']
Supermarkets,https://www.japan-guide.com/e/e2073.html,['\n\t\t\tBook\n\t\t\tyour trip'],[]
100 Yen Shops,https://www.japan-guide.com/e/e2077.html,"['100 Yen Shop', 'Tableware', 'Kitchenware', 'Tools', 'Gardenware', 'Stationery', 'Household Goods', 'Leisure Goods', 'Links and Resources']",[]
Convenience Stores,https://www.japan-guide.com/e/e2071.html,"['Convenience Stores', 'Goods offered', 'Services offered']","['ATM:', 'Copier/Fax:', 'Ticket Reservations:', 'Digital Camera Prints:', 'Wi-Fi:', 'Bill Payment:', 'Delivery Services:']"
Department Stores,https://www.japan-guide.com/e/e2072.html,"['Department Stores', 'Concept', 'Shopping Experience', 'Where to find them', 'Tokyo', 'Osaka', 'Links and Resources']",[]
Holidays,https://www.japan-guide.com/e/e2062.html,"['National Holidays and Annual Events', 'Links and Resources']","['New Year (shogatsu):', 'Coming of Age (seijin no hi):', 'Beginning of spring (setsubun):', 'National Foundation Day (kenkoku kinenbi):', ""Valentine's Day:"", ""Doll's Festival (hina matsuri):"", 'White Day:', 'Spring Equinox Day (shunbun no hi):', 'Showa Day (Showa no hi):', 'Constitution Day (kenpo kinenbi):', 'Greenery Day (midori no hi):', ""Children's Day (kodomo no hi):"", 'Star Festival (tanabata):', 'Ocean Day (umi no hi):', 'Mountain Day (yama no hi):', 'Obon:', 'Respect for the Aged Day (keiro no hi):', 'Autumn Equinox Day (shubun no hi):', 'Health and Sports Day (taiiku no hi):', 'Culture Day (bunka no hi):', 'Seven-Five-Three (shichigosan):', 'Labor Thanksgiving Day (kinro kansha no hi):', ""Emperor's Birthday (tenno no tanjobi):"", 'Christmas:', ""New Year's Eve (omisoka):""]"
Calendar,https://www.japan-guide.com/e/e2272.html,['Links and Resources'],"['2018', 'Heisei 30', 'Heisei 30', '2018', 'Gregorian calendar', 'lunar calendars', 'twelve animals', 'six days (rokuyo)']"
Emergencies,https://www.japan-guide.com/e/e2229.html,[],"['Thank you  for your feedback.', 'October 9, 2011']"
Names,https://www.japan-guide.com/e/e2271.html,"['Japanese names', 'Name order', 'Family names', 'First names', 'Titles', 'Seimei Handan', 'Links and Resources']","['san', 'sama', 'kun', 'chan', 'sensei']"
Business cards,https://www.japan-guide.com/e/e2227.html,"['Visiting Cards', 'Business Card Exchanges Guidelines', '\n\t\t\tBook\n\t\t\tyour trip']",[]
Food,https://www.japan-guide.com/e/e620.html,['Dining Out in Japan'],[]
Etiquette,https://www.japan-guide.com/e/e622.html,[],[]
Language,https://www.japan-guide.com/e/e621.html,"['Japanese Language', 'Writing', 'Grammar', 'Pronunciation', 'Levels of speech', 'Language Related Pages']",[]
Religion,https://www.japan-guide.com/e/e629.html,"['Religion in Japan', 'Religions and Philosophies']",[]
Travel,https://www.japan-guide.com/e/e623.html,[],[]
